currentTimestep,currentTime,totalTimestepsRun,versions,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
149,149,149,1,30628.52739,2534332.193,422388.6989,3387720.892,89928007.22,26.54528224,26.54528224,1739.235079,1739.235079,88773.68948,27.00115494
150,150,150,1,30628.52739,2508079.17,418013.195,3357092.365,90232022.26,26.87802791,26.87802791,1766.113107,1766.113107,90539.80258,26.75437146
151,151,151,1,30628.52739,2481826.146,413637.691,3326463.837,90535620.58,27.21677583,27.21677583,1793.329883,1793.329883,92333.13247,26.50792625
152,152,152,1,30628.52739,2455573.123,409262.1871,3295835.31,90838849.44,27.5617077,27.5617077,1820.89159,1820.89159,94154.02406,26.26178094
153,153,153,1,30628.52739,2429320.099,404886.6832,3265206.783,91141750.99,27.91301043,27.91301043,1848.804601,1848.804601,96002.82866,26.01590133
154,154,154,1,30628.52739,2403067.076,400511.1793,3234578.255,91444362.8,28.27087663,28.27087663,1877.075477,1877.075477,97879.90414,25.77025692
155,155,155,1,30628.52739,2376814.052,396135.6754,3203949.728,91746718.29,28.63550495,28.63550495,1905.710982,1905.710982,99785.61512,25.52482057
156,156,156,1,30628.52739,2350561.029,391760.1715,3173321.2,92048847.2,29.00710057,29.00710057,1934.718083,1934.718083,101720.3332,25.27956815
157,157,157,1,30628.52739,2324308.005,387384.6676,3142692.673,92350775.95,29.3858756,29.3858756,1964.103959,1964.103959,103684.4372,25.03447821
159,159,159,1,30628.52739,2271801.958,378633.6597,3081435.618,92652527.98,29.77204956,29.77204956,1993.876008,1993.876008,105678.3132,24.78953172
160,160,160,1,30628.52739,2245548.935,374258.1558,3050807.091,92954124.09,30.16584982,30.16584982,2024.041858,2024.041858,107702.355,24.5447118
161,161,161,1,30628.52739,2219295.912,369882.6519,3020178.563,93255582.73,30.56751212,30.56751212,2054.60937,2054.60937,109756.9644,24.30000347
162,162,162,1,30628.52739,2193042.888,365507.148,2989550.036,93556920.22,30.97728106,30.97728106,2085.586651,2085.586651,111842.551,24.05539348
163,163,163,1,30628.52739,2166789.865,361131.6441,2958921.509,93858151.01,31.39541064,31.39541064,2116.982062,2116.982062,113959.5331,23.81087011
164,164,164,1,30628.52739,2140536.841,356756.1402,2928292.981,94159287.87,31.8221648,31.8221648,2148.804227,2148.804227,116108.3373,23.56642298
165,165,165,1,30628.52739,2114283.818,352380.6363,2897664.454,94460342.1,32.25781802,32.25781802,2181.062045,2181.062045,118289.3994,23.32204292
166,166,166,1,30628.52739,2088030.794,348005.1324,2867035.927,94761323.68,32.70265594,32.70265594,2213.764701,2213.764701,120503.1641,23.07772185
167,167,167,1,30628.52739,2061777.771,343629.6284,2836407.399,95062241.39,33.15697599,33.15697599,2246.921677,2246.921677,122750.0858,22.83345262
168,168,168,1,30628.52739,2035524.747,339254.1245,2805778.872,95363103,33.62108808,33.62108808,2280.542765,2280.542765,125030.6285,22.58922892
169,169,169,1,30628.52739,2009271.724,334878.6206,2775150.344,95663915.35,34.09531532,34.09531532,2314.63808,2314.63808,127345.2666,22.34504522
170,170,170,1,30628.52739,1983018.7,330503.1167,2744521.817,95964684.46,34.57999479,34.57999479,2349.218075,2349.218075,129694.4847,22.10089661
171,171,171,1,30628.52739,1956765.677,326127.6128,2713893.29,96265415.65,35.07547838,35.07547838,2384.293553,2384.293553,132078.7782,21.85677878
172,172,172,1,30628.52739,1930512.653,321752.1089,2683264.762,96566113.57,35.58213359,35.58213359,2419.875687,2419.875687,134498.6539,21.61268796
173,173,173,1,30628.52739,1904259.63,317376.605,2652636.235,97167425.57,36.63051281,36.63051281,2492.606544,2492.606544,139447.2365,21.12457439
174,174,174,1,30628.52739,1878006.606,313001.1011,2622007.707,97468046.42,37.1730587,37.1730587,2529.779603,2529.779603,141977.0161,20.88054613
175,175,175,1,30628.52739,1851753.583,308625.5971,2591379.18,97768647.67,37.72842216,37.72842216,2567.508025,2567.508025,144544.5241,20.63653378
176,176,176,1,30628.52739,1825500.559,304250.0932,2560750.653,98069231.78,38.29706406,38.29706406,2605.805089,2605.805089,147150.3292,20.39253535
177,177,177,1,30628.52739,1799247.536,299874.5893,2530122.125,98369800.88,38.87946748,38.87946748,2644.684556,2644.684556,149795.0138,20.1485491
178,178,178,1,30628.52739,1772994.512,295499.0854,2499493.598,98670356.86,39.47613906,39.47613906,2684.160696,2684.160696,152479.1745,19.9045735
179,179,179,1,30628.52739,1746741.489,291123.5815,2468865.07,98970901.36,40.08761051,40.08761051,2724.248306,2724.248306,155203.4228,19.66060722
180,180,180,1,30628.52739,1720488.466,286748.0776,2438236.543,99271435.83,40.71444016,40.71444016,2764.962746,2764.962746,157968.3855,19.41664908
181,181,181,1,30628.52739,1694235.442,282372.5737,2407608.016,99571961.53,41.35721466,41.35721466,2806.319961,2806.319961,160774.7055,19.17269806
182,182,182,1,30628.52739,1667982.419,277997.0698,2376979.488,99872479.58,42.01655087,42.01655087,2848.336512,2848.336512,163623.042,18.92875325
183,183,183,1,30628.52739,1641729.395,273621.5658,2346350.961,100172990.9,42.69309775,42.69309775,2891.029609,2891.029609,166514.0716,18.68481387
184,184,184,1,30628.52739,1615476.372,269246.0619,2315722.434,100473496.5,43.38753859,43.38753859,2934.417148,2934.417148,169448.4887,18.44087924
185,185,185,1,30628.52739,1589223.348,264870.558,2285093.906,100773996.9,44.10059324,44.10059324,2978.517741,2978.517741,163805.6562,18.19694874
186,186,186,1,30628.52739,1562970.325,260495.0541,2254465.379,101074363.4,44.83296324,44.83296324,3023.350705,3023.350705,166829.0069,17.9531269
187,187,187,1,30628.52739,1536717.301,256119.5502,2223836.851,101374874.3,45.58557174,45.58557174,3068.936276,3068.936276,169897.9431,17.7091879
188,188,188,1,30628.52739,1510464.278,251744.0463,2193208.324,101675379.1,46.35919808,46.35919808,3115.295474,3115.295474,173013.2386,17.46525386
190,190,190,1,30628.52739,1457958.231,242993.0385,2131951.269,101975878.6,47.15473564,47.15473564,3162.45021,3162.45021,176175.6888,17.22132411
191,191,191,1,30628.52739,1431705.207,238617.5346,2101322.742,102276373.6,47.97312914,47.97312914,3210.423339,3210.423339,179386.1122,16.97739806
192,192,192,1,30628.52739,1405452.184,234242.0306,2070694.214,102576864.5,48.81537829,48.81537829,3259.238717,3259.238717,182645.3509,16.73347522
193,193,193,1,30628.52739,1379199.16,229866.5267,2040065.687,102877352.1,49.68254192,49.68254192,3308.921259,3308.921259,185954.2721,16.48955515
194,194,194,1,30628.52739,1352946.137,225491.0228,2009437.16,103177836.7,50.57574244,50.57574244,3359.497002,3359.497002,189313.7691,16.24563747
